P14060	3BHS1_HUMAN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1|3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type I|3-beta-hydroxy-5-ene steroid dehydrogenase|3-beta-hydroxy-Delta(5)-steroid dehydrogenase|3-beta-hydroxysteroid 3-dehydrogenase|3BHS1_HUMAN|Delta-5-3-ketosteroid isomerase|Dihydrotestosterone oxidoreductase|Steroid Delta-isomerase|Trophoblast antigen FDO161G
P25774	CATS_HUMAN	CATS_HUMAN|Cathepsin S
Q8N7E2	CBLL2_HUMAN	CBLL2_HUMAN|Cbl proto-oncogene-like protein 2|E3 ubiquitin-protein ligase CBLL2|RING-type E3 ubiquitin transferase ZNF645|Zinc finger protein 645|c-Cbl-like protein 2
P23435	CBLN1_HUMAN	CBLN1_HUMAN|Cerebellin-1|Precerebellin
Q8IUK8	CBLN2_HUMAN	CBLN2_HUMAN|Cerebellin-2
Q6UW01	CBLN3_HUMAN	CBLN3_HUMAN|Cerebellin-3
Q9NTU7	CBLN4_HUMAN	CBLN4_HUMAN|Cerebellin-4|Cerebellin-like glycoprotein 1
Q9Y3M2	CBY1_HUMAN	ARPP-binding|ARPP-binding protein|CBY1_HUMAN|Cytosolic leucine-rich|Cytosolic leucine-rich protein|PIGEA-14|PKD2 interactor, Golgi and endoplasmic reticulum-associated 1|Protein chibby homolog 1
Q8NA61	CBY2_HUMAN	CBY2_HUMAN|Protein chibby homolog 2|Spermatid-associated|Spermatid-associated protein
A6NI87	CBY3_HUMAN	CBY3_HUMAN|Protein chibby homolog 3
Q9HBI5	CC014_HUMAN	CC014_HUMAN|Uncharacterized protein C3orf14
Q9UK00	CC018_HUMAN	CC018_HUMAN|Protein G20|Uncharacterized protein C3orf18
Q8ND61	CC020_HUMAN	CC020_HUMAN|Uncharacterized protein C3orf20
Q4G0S7	CC152_HUMAN	CC152_HUMAN|Coiled-coil domain-containing protein 152
Q494R4	CC153_HUMAN	CC153_HUMAN|Coiled-coil domain-containing protein 153
A6NI56	CC154_HUMAN	CC154_HUMAN|Coiled-coil domain-containing protein 154
Q569K6	CC157_HUMAN	CC157_HUMAN|Coiled-coil domain-containing protein 157
P0C7I6	CC159_HUMAN	CC159_HUMAN|Coiled-coil domain-containing protein 159
A6NGH7	CC160_HUMAN	CC160_HUMAN|Coiled-coil domain-containing protein 160
A0A0D9SF12	CC163_HUMAN	CC163_HUMAN|Coiled-coil domain-containing protein 163|Transmembrane protein CCDC163|coiled-coil domain containing 163 pseudogene
P0CW27	CC166_HUMAN	CC166_HUMAN|Coiled-coil domain-containing protein 166
A6NI79	CCD69_HUMAN	CCD69_HUMAN|Coiled-coil domain-containing protein 69
Q6NSX1	CCD70_HUMAN	CCD70_HUMAN|Coiled-coil domain-containing protein 70
Q8IV32	CCD71_HUMAN	CCD71_HUMAN|Coiled-coil domain-containing protein 71
Q6ZRK6	CCD73_HUMAN	CCD73_HUMAN|Coiled-coil domain-containing protein 73|Sarcoma antigen NY-SAR-79
Q9BR77	CCD77_HUMAN	CCD77_HUMAN|Coiled-coil domain-containing protein 77
A2IDD5	CCD78_HUMAN	CCD78_HUMAN|Coiled-coil domain-containing protein 78|hsCCDC78
P53701	CCHL_HUMAN	CCHL_HUMAN|Cytochrome c-type heme lyase|Holocytochrome c-type synthase
Q9NUG4	CCM2L_HUMAN	CCM2L_HUMAN|Cerebral cavernous malformations 2 protein-like
Q9BSQ5	CCM2_HUMAN	CCM2_HUMAN|Cerebral cavernous malformations 2|Cerebral cavernous malformations 2 protein|Malcavernin
P30279	CCND2_HUMAN	CCND2_HUMAN|G1/S-specific cyclin-D2
P30281	CCND3_HUMAN	CCND3_HUMAN|G1/S-specific cyclin-D3
P24864	CCNE1_HUMAN	CCNE1_HUMAN|G1/S-specific cyclin-E1
D6RIA3	CD054_HUMAN	CD054_HUMAN|Familial obliterative portal venopathy|Uncharacterized protein C4orf54
Q6YHK3	CD109_HUMAN	150 kDa TGF-beta-1-binding|150 kDa TGF-beta-1-binding protein|C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7|CD109 antigen|CD109_HUMAN|Platelet-specific Gov antigen|p180|r150
Q9UQ88	CD11A_HUMAN	CD11A_HUMAN|Cell division cycle 2-like protein kinase 2|Cell division protein kinase 11A|Cyclin-dependent kinase 11A|Galactosyltransferase-associated protein kinase p58/GTA|PITSLRE serine/threonine-protein kinase CDC2L2
P21127	CD11B_HUMAN	CD11B_HUMAN|Cell division cycle 2-like protein kinase 1|Cell division protein kinase 11B|Cyclin-dependent kinase 11B|Galactosyltransferase-associated protein kinase p58/GTA|PITSLRE serine/threonine-protein kinase CDC2L1|p58 CLK-1
P20963	CD3Z_HUMAN	CD3Z_HUMAN|T-cell receptor T3 zeta chain|T-cell surface glycoprotein CD3 zeta chain
P29965	CD40L_HUMAN	CD40 ligand|CD40L_HUMAN|T-cell antigen Gp39|TNF-related activation|TNF-related activation protein|Tumor necrosis factor ligand superfamily member 5
Q96GN5	CDA7L_HUMAN	CDA7L_HUMAN|Cell division cycle-associated 7-like|Cell division cycle-associated 7-like protein|Protein JPO2|Transcription factor RAM2
Q9BWV3	CDAC1_HUMAN	CDAC1_HUMAN|Cytidine and dCMP deaminase domain-containing protein 1|Cytidine deaminase|Testis development protein NYD-SP15
Q8IWY9	CDAN1_HUMAN	CDAN1_HUMAN|Codanin-1
P06493	CDK1_HUMAN	CDK1_HUMAN|Cell division control protein 2 homolog|Cell division protein kinase 1|Cyclin-dependent kinase 1|p34 protein kinase
Q8IZL9	CDK20_HUMAN	CDK-activating kinase p42|CDK20_HUMAN|Cell cycle-related kinase|Cell division protein kinase 20|Cyclin-dependent kinase 20|Cyclin-dependent protein kinase H|Cyclin-kinase-activating kinase p42
P51861	CDR1_HUMAN	CDR1_HUMAN|CDR34|Cerebellar degeneration-related antigen 1
Q86X02	CDR2L_HUMAN	CDR2L_HUMAN|Cerebellar degeneration-related protein 2-like|Paraneoplastic 62 kDa antigen
Q01850	CDR2_HUMAN	CDR2_HUMAN|Cerebellar degeneration-related protein 2|Major Yo paraneoplastic antigen|Paraneoplastic cerebellar degeneration-associated antigen
Q9UPV0	CE164_HUMAN	CE164_HUMAN|Centrosomal protein of 164 kDa
Q5SW79	CE170_HUMAN	CE170_HUMAN|Centrosomal protein of 170 kDa|KARP-1-binding|KARP-1-binding protein
Q8TEP8	CE192_HUMAN	CE192_HUMAN|Centrosomal protein of 192 kDa
O15078	CE290_HUMAN	Bardet-Biedl syndrome 14|Bardet-Biedl syndrome 14 protein|CE290_HUMAN|Cancer/testis antigen 87|Centrosomal protein of 290 kDa|Nephrocystin-6|Tumor antigen se2-2
Q9C0D2	CE295_HUMAN	CE295_HUMAN|Centrosomal protein of 295 kDa
Q5VT06	CE350_HUMAN	CE350_HUMAN|Centrosome-associated protein 350|Centrosome-associated protein of 350 kDa
Q9HC77	CENPJ_HUMAN	CENPJ_HUMAN|Centromere protein J|Centrosomal P4.1-associated|Centrosomal P4.1-associated protein|LAG-3-associated|LAG-3-associated protein|LYST-interacting protein 1
Q9BS16	CENPK_HUMAN	CENPK_HUMAN|Centromere protein K|Interphase centromere complex protein 37|Protein AF-5alpha|p33
Q8N0S6	CENPL_HUMAN	CENPL_HUMAN|Centromere protein L|Interphase centromere complex protein 33
Q12798	CETN1_HUMAN	CETN1_HUMAN|Caltractin isoform 2|Centrin-1
P41208	CETN2_HUMAN	CETN2_HUMAN|Caltractin isoform 1|Centrin-2
Q9BRQ4	CF300_HUMAN	CF300_HUMAN|Cilia- and flagella-associated protein 300
O43822	CF410_HUMAN	C21orf-HUMF09G8.5|CF410_HUMAN|Cilia- and flagella-associated protein 410|Leucine-rich repeat-containing protein 76|YF5/A2
Q96NL8	CF418_HUMAN	CF418_HUMAN|Cilia- and flagella-associated protein 418
Q9BPX7	CG025_HUMAN	CG025_HUMAN|UPF0415 protein C7orf25
Q8N865	CG031_HUMAN	CG031_HUMAN|Uncharacterized protein C7orf31
Q6P1X6	CH082_HUMAN	CH082_HUMAN|UPF0598 protein C8orf82
Q6ZUL3	CH086_HUMAN	CH086_HUMAN|Long intergenic non-protein coding RNA 3042|Uncharacterized protein LINC03042
E5RJ46	CH087_HUMAN	CH087_HUMAN|Long intergenic non-protein coding RNA 2906|Putative uncharacterized protein LINC02906
P0DMB2	CH088_HUMAN	CH088_HUMAN|Uncharacterized protein C8orf88
P0DMQ9	CH089_HUMAN	CH089_HUMAN|Putative uncharacterized protein C8orf89
A0A1B0GV96	CHD9N_HUMAN	CHD9 neighbor|CHD9 neighbor protein|CHD9N_HUMAN
Q3L8U1	CHD9_HUMAN	ATP-dependent helicase CHD9|CHD9_HUMAN|Chromatin-related mesenchymal modulator|Chromatin-remodeling factor CHROM1|Chromodomain-helicase-DNA-binding protein 9|Kismet homolog 2|PPAR-alpha-interacting complex protein 320 kDa|Peroxisomal proliferator-activated receptor A-interacting complex 320 kDa|Peroxisomal proliferator-activated receptor A-interacting complex 320 kDa protein
Q5VXU3	CHIC1_HUMAN	Brain X-linked|Brain X-linked protein|CHIC1_HUMAN|Cysteine-rich hydrophobic domain-containing protein 1
Q9UKJ5	CHIC2_HUMAN	BrX-like translocated in leukemia|CHIC2_HUMAN|Cysteine-rich hydrophobic domain-containing protein 2
Q96Q77	CIB3_HUMAN	CIB3_HUMAN|Calcium and integrin-binding family member 3|Kinase-interacting protein 3
A0PJX0	CIB4_HUMAN	CIB4_HUMAN|Calcium and integrin-binding family member 4
Q14011	CIRBP_HUMAN	A18 hnRNP|CIRBP_HUMAN|Cold-inducible RNA-binding|Cold-inducible RNA-binding protein|Glycine-rich RNA-binding protein CIRP
A0A1B0GTW7	CIROP_HUMAN	CIROP_HUMAN|Ciliated left-right organizer metallopeptidase|Leishmanolysin-like peptidase 2
Q9ULV3	CIZ1_HUMAN	CDKN1A-interacting zinc finger protein 1|CIZ1_HUMAN|Cip1-interacting zinc finger|Cip1-interacting zinc finger protein|Nuclear protein NP94|Zinc finger protein 356
A4QN01	CJ040_HUMAN	CJ040_HUMAN|Putative uncharacterized protein encoded by LINC01553
Q9UBR5	CKLF_HUMAN	C32|CKLF_HUMAN|Chemokine-like factor
Q8IYA6	CKP2L_HUMAN	CKP2L_HUMAN|Cytoskeleton-associated protein 2-like|Radial fiber and mitotic spindle|Radial fiber and mitotic spindle protein
A5D8T8	CL18A_HUMAN	C-type lectin domain family 18 member A|CL18A_HUMAN|Mannose receptor-like protein 2
Q6UXF7	CL18B_HUMAN	C-type lectin domain family 18 member B|CL18B_HUMAN|Mannose receptor-like protein 1
Q8NCF0	CL18C_HUMAN	C-type lectin domain family 18 member C|CL18C_HUMAN|Mannose receptor-like protein 3
Q6UXS0	CL19A_HUMAN	C-type lectin domain family 19 member A|CL19A_HUMAN
Q6ZU45	CL20A_HUMAN	CL20A_HUMAN|Putative C-type lectin domain family 20 member A
P16619	CL3L1_HUMAN	C-C motif chemokine 3-like 1|CL3L1_HUMAN|G0/G1 switch regulatory protein 19-2|LD78-beta(1-70)|PAT 464.2|Small-inducible cytokine A3-like 1|Tonsillar lymphocyte LD78 beta|Tonsillar lymphocyte LD78 beta protein
Q9Y6N3	CLCA3_HUMAN	CLCA3_HUMAN|Calcium-activated chloride channel regulator family member 3
Q14CN2	CLCA4_HUMAN	CLCA4_HUMAN|Calcium-activated chloride channel family member 4|Calcium-activated chloride channel protein 2|Calcium-activated chloride channel regulator 4|Chloride channel accessory 4
P51797	CLCN6_HUMAN	CLCN6_HUMAN|Chloride channel protein 6|Chloride transport protein 6|H(+)/Cl(-) exchange transporter 6
P51798	CLCN7_HUMAN	CLCN7_HUMAN|Chloride channel 7 alpha subunit|Chloride channel protein 7|H(+)/Cl(-) exchange transporter 7
P78369	CLD10_HUMAN	CLD10_HUMAN|Claudin-10|Oligodendrocyte-specific protein-like
Q8N3C7	CLIP4_HUMAN	CAP-Gly domain-containing linker protein 4|CLIP4_HUMAN|Restin-like protein 2
P49759	CLK1_HUMAN	CDC-like kinase 1|CLK1_HUMAN|Dual specificity protein kinase CLK1
P49760	CLK2_HUMAN	CDC-like kinase 2|CLK2_HUMAN|Dual specificity protein kinase CLK2
P49761	CLK3_HUMAN	CDC-like kinase 3|CLK3_HUMAN|Dual specificity protein kinase CLK3
Q9HAZ1	CLK4_HUMAN	CDC-like kinase 4|CLK4_HUMAN|Dual specificity protein kinase CLK4
Q9H078	CLPB_HUMAN	CLPB_HUMAN|Caseinolytic peptidase B protein homolog|Suppressor of potassium transport defect 3
Q15846	CLUL1_HUMAN	CLUL1_HUMAN|Clusterin-like protein 1|Retinal-specific clusterin-like|Retinal-specific clusterin-like protein
Q96NS8	CLUP3_HUMAN	CLUP3_HUMAN|Clustered mitochondria (cluA/CLU1) homolog pseudogene 3|KIAA0664-like protein 3|Putative protein CLUHP3
P10909	CLUS_HUMAN	Aging-associated gene 4|Aging-associated gene 4 protein|Apolipoprotein J|CLUS_HUMAN|Clusterin|Complement cytolysis inhibitor|Complement-associated protein SP-40,40|Ku70-binding protein 1|NA1/NA2|Sulfated glycoprotein 2|Testosterone-repressed prostate message 2
Q86VU5	CMTD1_HUMAN	CMTD1_HUMAN|Catechol O-methyltransferase domain-containing protein 1
Q8N1G2	CMTR1_HUMAN	CMTR1_HUMAN|Cap methyltransferase 1|Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1|Cap1 2'O-ribose methyltransferase 1|FtsJ methyltransferase domain-containing protein 2|Interferon-stimulated gene 95 kDa|Interferon-stimulated gene 95 kDa protein
Q8IYT2	CMTR2_HUMAN	CMTR2_HUMAN|Cap methyltransferase 2|Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2|Cap2 2'O-ribose methyltransferase 2|FtsJ methyltransferase domain-containing protein 1|Protein adrift homolog
O95406	CNIH1_HUMAN	CNIH1_HUMAN|Cornichon family AMPA receptor auxiliary protein 1|Protein cornichon homolog|Protein cornichon homolog 1|T-cell growth-associated molecule 77
P21554	CNR1_HUMAN	CANN6|CNR1_HUMAN|Cannabinoid receptor 1
P34972	CNR2_HUMAN	CNR2_HUMAN|CX5|Cannabinoid receptor 2
P02461	CO3A1_HUMAN	CO3A1_HUMAN|Collagen alpha-1(III) chain
P01024	CO3_HUMAN	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1|CO3_HUMAN|Complement C3
O43405	COCH_HUMAN	COCH-5B2|COCH_HUMAN|Cochlin
Q5TAT6	CODA1_HUMAN	CODA1_HUMAN|COLXIIIA1|Collagen alpha-1(XIII) chain
Q9UMD9	COHA1_HUMAN	180 kDa bullous pemphigoid antigen 2|Bullous pemphigoid antigen 2|COHA1_HUMAN|Collagen alpha-1(XVII) chain
P39060	COIA1_HUMAN	COIA1_HUMAN|Collagen alpha-1(XVIII) chain
P38432	COIL_HUMAN	COIL_HUMAN|Coilin|p80-coilin
Q14993	COJA1_HUMAN	COJA1_HUMAN|Collagen alpha-1(XIX) chain|Collagen alpha-1(Y) chain
P48444	COPD_HUMAN	Archain|COPD_HUMAN|Coatomer subunit delta|Delta-coat|Delta-coat protein
Q9Y3A0	COQ4_HUMAN	COQ4_HUMAN|Coenzyme Q biosynthesis protein 4 homolog|Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial
Q2UY09	COSA1_HUMAN	COSA1_HUMAN|Collagen alpha-1(XXVIII) chain
Q7Z4L0	COX8C_HUMAN	COX8C_HUMAN|Cytochrome c oxidase polypeptide 8 isoform 3|Cytochrome c oxidase polypeptide VIII isoform 3|Cytochrome c oxidase subunit 8-3|Cytochrome c oxidase subunit 8C, mitochondrial|Cytochrome c oxidase subunit VIIIC
P11511	CP19A_HUMAN	Aromatase|CP19A_HUMAN|CYPXIX|Cytochrome P-450AROM|Cytochrome P450 19A1|Estrogen synthase
P05181	CP2E1_HUMAN	4-nitrophenol 2-hydroxylase|CP2E1_HUMAN|CYPIIE1|Cytochrome P450 2E1|Cytochrome P450-J
P24903	CP2F1_HUMAN	CP2F1_HUMAN|CYPIIF1|Cytochrome P450 2F1
P78329	CP4F2_HUMAN	20-hydroxyeicosatetraenoic acid synthase|Arachidonic acid omega-hydroxylase|CP4F2_HUMAN|CYPIVF2|Cytochrome P450 4F2|Cytochrome P450-LTB-omega|Docosahexaenoic acid omega-hydroxylase|Leukotriene-B(4) 20-monooxygenase 1|Leukotriene-B(4) omega-hydroxylase 1|Phylloquinone omega-hydroxylase CYP4F2
Q08477	CP4F3_HUMAN	20-hydroxyeicosatetraenoic acid synthase|CP4F3_HUMAN|CYPIVF3|Cytochrome P450 4F3|Cytochrome P450-LTB-omega|Docosahexaenoic acid omega-hydroxylase CYP4F3|Leukotriene-B(4) 20-monooxygenase 2|Leukotriene-B(4) omega-hydroxylase 2
Q8WVH0	CPLX3_HUMAN	CPLX3_HUMAN|Complexin III|Complexin-3
Q7Z7G2	CPLX4_HUMAN	CPLX4_HUMAN|Complexin IV|Complexin-4
Q8IZJ3	CPMD8_HUMAN	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8|CPMD8_HUMAN
P22792	CPN2_HUMAN	CPN2_HUMAN|Carboxypeptidase N 83 kDa chain|Carboxypeptidase N large subunit|Carboxypeptidase N polypeptide 2|Carboxypeptidase N regulatory subunit|Carboxypeptidase N subunit 2
Q5TA50	CPTP_HUMAN	CPTP_HUMAN|Ceramide-1-phosphate transfer|Ceramide-1-phosphate transfer protein|Glycolipid transfer protein domain-containing protein 1
Q9H3G5	CPVL_HUMAN	CPVL_HUMAN|Carboxypeptidase, vitellogenic-like|Probable serine carboxypeptidase CPVL|Vitellogenic carboxypeptidase-like|Vitellogenic carboxypeptidase-like protein
A0A1B0GUV1	CQ114_HUMAN	CQ114_HUMAN|Uncharacterized protein C17orf114
Q9BZP3	CR002_HUMAN	CR002_HUMAN|Putative uncharacterized protein encoded by LINC00470
Q96N68	CR015_HUMAN	CR015_HUMAN|Putative uncharacterized protein C18orf15
Q96FQ7	CR018_HUMAN	CR018_HUMAN|Putative uncharacterized protein encoded by LINC00526
Q7Z4B0	CR020_HUMAN	CR020_HUMAN|Putative uncharacterized protein encoded by LINC00305
Q32NC0	CR021_HUMAN	CR021_HUMAN|HBV X-transactivated gene 13|HBV X-transactivated gene 13 protein|HBV XAg-transactivated protein 13|UPF0711 protein C18orf21
Q96B23	CR025_HUMAN	ARKadia-like protein 1|CR025_HUMAN|Protein C18orf25
P05813	CRBA1_HUMAN	Beta-crystallin A3|CRBA1_HUMAN
Q8IUR6	CRERF_HUMAN	CREB3 regulatory factor|CRERF_HUMAN|Luman recruitment factor
O75177	CREST_HUMAN	CREST_HUMAN|Calcium-responsive transactivator|SS18-like protein 1|SYT homolog 1
Q9P021	CRIPT_HUMAN	CRIPT_HUMAN|Cysteine-rich PDZ-binding|Cysteine-rich PDZ-binding protein|Cysteine-rich interactor of PDZ three
P54107	CRIS1_HUMAN	AEG-like|AEG-like protein|ARP|Acidic epididymal glycoprotein homolog|CRIS1_HUMAN|Cysteine-rich secretory protein 1
P16562	CRIS2_HUMAN	CRIS2_HUMAN|Cancer/testis antigen 36|Cysteine-rich secretory protein 2|Testis-specific protein TPX-1
P54108	CRIS3_HUMAN	CRIS3_HUMAN|Cysteine-rich secretory protein 3|Specific granule protein of 28 kDa
Q9BT78	CSN4_HUMAN	COP9 signalosome complex subunit 4|CSN4_HUMAN|JAB1-containing signalosome subunit 4
Q5HYN5	CT451_HUMAN	CT451_HUMAN|Cancer/testis antigen 45-1|Cancer/testis antigen 45A1|Cancer/testis antigen family 45 member A1
Q5DJT8	CT452_HUMAN	CT452_HUMAN|Cancer/testis antigen 45-2|Cancer/testis antigen 45A2|Cancer/testis antigen family 45 member A2
Q8NHU0	CT453_HUMAN	CT453_HUMAN|Cancer/testis antigen 45-3|Cancer/testis antigen 45-4|Cancer/testis antigen 45A3|Cancer/testis antigen 45A4|Cancer/testis antigen family 45 member A3|Cancer/testis antigen family 45 member A4
P0DMU8	CT455_HUMAN	CT455_HUMAN|Cancer/testis antigen 45-5|Cancer/testis antigen 45A5|Cancer/testis antigen family 45 member A5
P0DMU7	CT456_HUMAN	CT456_HUMAN|Cancer/testis antigen 45-6|Cancer/testis antigen 45A6|Cancer/testis antigen family 45 member A6
P0DMV0	CT457_HUMAN	CT457_HUMAN|Cancer/testis antigen 45A7|Cancer/testis antigen family 45 member A7
P0DMV1	CT458_HUMAN	CT458_HUMAN|Cancer/testis antigen 45A8|Cancer/testis antigen family 45 member A8
P0DMV2	CT459_HUMAN	CT459_HUMAN|Cancer/testis antigen 45A9|Cancer/testis antigen family 45 member A9
P0DMU9	CT45A_HUMAN	CT45A_HUMAN|Cancer/testis antigen 45A10|Cancer/testis antigen family 45 member A10
Q5JQC4	CT47A_HUMAN	CT47A_HUMAN|Cancer/testis antigen 47|Cancer/testis antigen 47A
P0C2W7	CT47B_HUMAN	CT47B_HUMAN|Cancer/testis antigen 47.13|Cancer/testis antigen family 47 member B1
A0A0U1RQG5	CT47C_HUMAN	CT47C_HUMAN|Cancer/testis antigen family 47 member C1
Q8IWA5	CTL2_HUMAN	CTL2_HUMAN|Choline transporter-like protein 2|Solute carrier family 44 member 2
Q8N4M1	CTL3_HUMAN	CTL3_HUMAN|Choline transporter-like protein 3|Solute carrier family 44 member 3
Q7RTX7	CTSR4_HUMAN	CTSR4_HUMAN|Cation channel sperm-associated protein 4
Q9H7T0	CTSRB_HUMAN	CTSRB_HUMAN|Cation channel sperm-associated auxiliary subunit beta
Q86XM0	CTSRD_HUMAN	CTSRD_HUMAN|Cation channel sperm-associated auxiliary subunit delta|Transmembrane protein 146
Q5SY80	CTSRE_HUMAN	CTSRE_HUMAN|Cation channel sperm-associated auxiliary subunit epsilon
Q6ZRH7	CTSRG_HUMAN	CTSRG_HUMAN|Cation channel sperm-associated auxiliary subunit gamma
Q53TS8	CTSRT_HUMAN	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 11|Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 11 protein|C2 calcium-dependent domain-containing protein 6|CTSRT_HUMAN|Cation channel sperm-associated targeting subunit tau
Q9NTU4	CTSRZ_HUMAN	CTSRZ_HUMAN|Cation channel sperm-associated auxiliary subunit zeta|Testis-expressed protein 40
Q9NXE8	CWC25_HUMAN	CWC25_HUMAN|Coiled-coil domain-containing protein 49|Pre-mRNA-splicing factor CWC25 homolog|Spliceosome-associated protein homolog CWC25
Q96LI9	CX058_HUMAN	CX058_HUMAN|Uncharacterized protein CXorf58
A0A1B0GTR3	CX05A_HUMAN	CX05A_HUMAN|Uncharacterized protein CXorf51A
P0DPH9	CX05B_HUMAN	CX05B_HUMAN|Uncharacterized protein CXorf51B
Q8N2A0	CX062_HUMAN	CX062_HUMAN|Putative uncharacterized protein encoded by LINC00269
A6NEN9	CX065_HUMAN	CX065_HUMAN|Uncharacterized protein CXorf65
Q5JRM2	CX066_HUMAN	CX066_HUMAN|Uncharacterized protein CXorf66
O75712	CXB3_HUMAN	CXB3_HUMAN|Connexin-31|Gap junction beta-3|Gap junction beta-3 protein
Q9NTQ9	CXB4_HUMAN	CXB4_HUMAN|Connexin-30.3|Gap junction beta-4|Gap junction beta-4 protein
O95377	CXB5_HUMAN	CXB5_HUMAN|Connexin-31.1|Gap junction beta-5|Gap junction beta-5 protein
O95452	CXB6_HUMAN	CXB6_HUMAN|Connexin-30|Gap junction beta-6|Gap junction beta-6 protein
Q6PEY0	CXB7_HUMAN	CXB7_HUMAN|Connexin-25|Gap junction beta-7|Gap junction beta-7 protein
P19875	CXCL2_HUMAN	C-X-C motif chemokine 2|CXCL2_HUMAN|Growth-regulated protein beta|Macrophage inflammatory protein 2-alpha
P13498	CY24A_HUMAN	CY24A_HUMAN|Cytochrome b(558) alpha chain|Cytochrome b-245 light chain|Cytochrome b558 subunit alpha|Neutrophil cytochrome b 22 kDa polypeptide|Superoxide-generating NADPH oxidase light chain subunit|p22 phagocyte B-cytochrome|p22-phox
P04839	CY24B_HUMAN	CGD91-phox|CY24B_HUMAN|Cytochrome b(558) subunit beta|Cytochrome b-245 heavy chain|Heme-binding membrane glycoprotein gp91phox|NADPH oxidase 2|Neutrophil cytochrome b 91 kDa polypeptide|Superoxide-generating NADPH oxidase heavy chain subunit|gp91-1|gp91-phox|p22 phagocyte B-cytochrome
Q9BQA9	CYBC1_HUMAN	CYBC1_HUMAN|Cytochrome b-245 chaperone 1|Essential for reactive oxygen species|Essential for reactive oxygen species protein
P81534	D103A_HUMAN	Beta-defensin 103|Beta-defensin 3|D103A_HUMAN|Defensin, beta 103|Defensin-like|Defensin-like protein
Q8NEP3	DAAF1_HUMAN	DAAF1_HUMAN|Dynein axonemal assembly factor 1|Leucine-rich repeat-containing protein 50
Q8N136	DAW1_HUMAN	DAW1_HUMAN|Dynein assembly factor with WDR repeat domains 1|Outer row dynein assembly protein 16 homolog|WD repeat-containing protein 69
Q9UER7	DAXX_HUMAN	DAXX_HUMAN|Daxx|Death domain-associated protein 6|ETS1-associated protein 1|Fas death domain-associated|Fas death domain-associated protein
Q9NQZ3	DAZ1_HUMAN	DAZ1_HUMAN|Deleted in azoospermia protein 1
Q13117	DAZ2_HUMAN	DAZ2_HUMAN|Deleted in azoospermia protein 2
Q9NR90	DAZ3_HUMAN	DAZ3_HUMAN|Deleted in azoospermia protein 3
Q86SG3	DAZ4_HUMAN	DAZ4_HUMAN|Deleted in azoospermia protein 4
Q9Y6G9	DC1L1_HUMAN	Cytoplasmic dynein 1 light intermediate chain 1|DC1L1_HUMAN|Dynein light chain A|Dynein light intermediate chain 1, cytosolic
O43237	DC1L2_HUMAN	Cytoplasmic dynein 1 light intermediate chain 2|DC1L2_HUMAN|Dynein light intermediate chain 2, cytosolic|LIC53/55
Q8WVS4	DC2I1_HUMAN	Cytoplasmic dynein 2 intermediate chain 1|DC2I1_HUMAN|Dynein 2 intermediate chain 1|WD repeat-containing protein 60
Q96EX3	DC2I2_HUMAN	Cytoplasmic dynein 2 intermediate chain 2|DC2I2_HUMAN|Dynein 2 intermediate chain 2|WD repeat-containing protein 34
Q8TCX1	DC2L1_HUMAN	Cytoplasmic dynein 2 light intermediate chain 1|DC2L1_HUMAN
P27707	DCK_HUMAN	DCK_HUMAN|Deoxyadenosine kinase|Deoxycytidine kinase|Deoxyguanosine kinase
P06132	DCUP_HUMAN	DCUP_HUMAN|Uroporphyrinogen decarboxylase
Q8NEL9	DDHD1_HUMAN	DDHD domain-containing protein 1|DDHD1_HUMAN|Phosphatidic acid-preferring phospholipase A1 homolog|Phospholipase DDHD1|Phospholipid sn-1 acylhydrolase
Q92499	DDX1_HUMAN	ATP-dependent RNA helicase DDX1|DDX1_HUMAN|DEAD box protein 1|DEAD box protein retinoblastoma
Q9UHI6	DDX20_HUMAN	Component of gems 3|DDX20_HUMAN|DEAD box protein 20|DEAD box protein DP 103|Gemin-3|Probable ATP-dependent RNA helicase DDX20
Q9NR30	DDX21_HUMAN	DDX21_HUMAN|DEAD box protein 21|Gu-alpha|Nucleolar RNA helicase 2|Nucleolar RNA helicase Gu|Nucleolar RNA helicase II|RH II/Gu
Q9BUQ8	DDX23_HUMAN	100 kDa U5 snRNP-specific|100 kDa U5 snRNP-specific protein|DDX23_HUMAN|DEAD box protein 23|PRP28 homolog|Probable ATP-dependent RNA helicase DDX23|U5-100kD
P59666	DEF3_HUMAN	DEF3_HUMAN|Defensin, alpha 3|HNP-3|Neutrophil defensin 3
O94850	DEND_HUMAN	DEND_HUMAN|Dendrin
Q9BUN8	DERL1_HUMAN	DERL1_HUMAN|Degradation in endoplasmic reticulum protein 1|Der1-like protein 1|Derlin-1
